source_file,geometry_type,radius_mm,planner,ctrl_hz,fb_hz,duration_sec,n_samples,ee_rms_err_mm,start_idx,end_idx_exclusive
triangle_r100mm_yz_cx236cyn65cz185_trapezoidal_ctrlmax_fbmax_001.json,triangle,100.0324,Trapezoidal,305.253,305.255,8.82151,2641,10.9642,60351,62992
square_r191mm_az118el16_cxn204cy205cz265_ruckig_ctrlmax_fb240hz_001.json,square,190.9303,Ruckig,1142.74,242.944,14.7986,3481,22.445,62992,66473
regular_polygon_r70mm_yz_cx215cy35cz330_trapezoidal_ctrlmax_fbmax_001.json,regular_polygon,69.9995,Trapezoidal,303.797,303.794,8.47263,2525,15.3791,66473,68998
regular_polygon_r140mm_az-149el29_cxn209cyn160cz255_quintic_poly_ctrlmax_fb240hz_001.json,regular_polygon,140.005,Quintic Poly,1144.51,243.156,24.1288,5676,19.5793,68998,74674
circle_r50mm_xz_cxn274cy205cz175_ruckig_ctrlmax_fbmax_001.json,circle,50.0505,Ruckig,302.558,302.557,6.77797,2018,18.2464,74674,76692
circle_r150mm_az-17el16_cx236cy0cz295_quintic_poly_ctrlmax_fb240hz_001.json,circle,150.0192,Quintic Poly,1169.39,241.895,24.8614,5848,22.0809,76692,82540
helix_r119mm_az118el16_cxn202cy202cz277_cubic_poly_ctrlmax_fb240hz_001.json,helix,118.738,Cubic Poly,1147.53,242.541,19.54,4597,21.1606,82540,87137
triangle_r75mm_xz_cxn214cy205cz240_ruckig_ctrlmax_fbmax_001.json,triangle,75.0003,Ruckig,302.902,302.904,9.37472,2790,13.281,87137,89927
lissajous_r78mm_az30el0_cx226cy95cz340_quintic_poly_ctrlmax_fbmax_001.json,lissajous,78.1015,Quintic Poly,305.624,305.623,22.8656,6837,14.7156,89927,96764
sine_wave_r75mm_xz_cxn214cy205cz243_ruckig_ctrlmax_fbmax_001.json,sine_wave,75.0691,Ruckig,303.846,303.848,4.69564,1397,19.1879,96764,98161
lissajous_r73mm_xz_cx66cyn265cz275_quintic_poly_ctrlmax_fbmax_001.json,lissajous,72.523,Quintic Poly,304.236,304.237,20.1524,5994,16.7033,98161,104155
triangle_r115mm_az-45el0_cxn159cy220cz320_quintic_poly_ctrlmax_fbmax_001.json,triangle,114.9955,Quintic Poly,303.952,303.949,18.6953,5564,18.1373,104155,109719
helix_r62mm_yz_cx215cy35cz336_trapezoidal_ctrlmax_fbmax_001.json,helix,61.5663,Trapezoidal,304.287,304.29,11.272,3358,11.6991,109719,113077
spiral_r70mm_az30el0_cx176cy76cz219_quintic_poly_ctrlmax_fbmax_001.json,spiral,69.7868,Quintic Poly,305.423,305.423,35.6923,10680,9.98374,113077,123757
sine_wave_r100mm_yz_cx236cyn65cz189_ruckig_ctrlmax_fbmax_001.json,sine_wave,100.0921,Ruckig,305.376,305.379,7.76689,2326,13.9256,123757,126083
circle_r65mm_xz_cx66cyn265cz275_quintic_poly_ctrlmax_fbmax_001.json,circle,65.0087,Quintic Poly,303.377,303.375,8.77688,2611,19.9655,126083,128694
spiral_r140mm_az-149el29_cxn215cyn162cz244_ruckig_ctrlmax_fb240hz_001.json,spiral,139.5735,Ruckig,1118.04,245.937,17.4755,4112,15.4827,128694,132806
lissajous_r78mm_yz_cx215cy35cz330_trapezoidal_ctrlmax_fbmax_001.json,lissajous,78.1017,Trapezoidal,304.055,304.061,13.8133,4116,12.2024,132806,136922
lissajous_r151mm_az118el16_cxn204cy205cz265_trapezoidal_ctrlmax_fb240hz_001.json,lissajous,150.6241,Trapezoidal,1124.79,243.738,21.7182,5110,20.5499,136922,142032
parabola_r87mm_az-45el0_cxn159cy220cz351_ruckig_ctrlmax_fbmax_001.json,parabola,87.0785,Ruckig,302.901,302.912,3.89087,1155,12.4876,142032,143187
helix_r57mm_az-45el0_cxn159cy220cz326_quintic_poly_ctrlmax_fbmax_001.json,helix,57.1686,Quintic Poly,302.061,302.059,22.5531,6704,16.0679,143187,149891
rectangle_r87mm_xz_cxn214cy205cz240_ruckig_ctrlmax_fbmax_001.json,rectangle,87.4601,Ruckig,304.28,304.283,8.11444,2413,15.8029,149891,152304
ellipse_r70mm_az30el0_cx226cy95cz340_quintic_poly_ctrlmax_fbmax_001.json,ellipse,70.0067,Quintic Poly,305.362,305.36,14.9341,4467,13.0655,152304,156771
ellipse_r100mm_yz_cx236cyn65cz185_quintic_poly_ctrlmax_fbmax_001.json,ellipse,100.0092,Quintic Poly,305.58,305.579,22.0603,6602,10.2171,156771,163373
parabola_r198mm_az-149el29_cxn154cyn144cz354_ruckig_ctrlmax_fb240hz_001.json,parabola,198.0001,Ruckig,1157.81,242.186,9.97037,2346,17.1436,163373,165719
spiral_r75mm_xz_cxn214cy205cz233_ruckig_ctrlmax_fbmax_001.json,spiral,74.7327,Ruckig,304.243,304.24,11.8478,3526,15.8498,165719,169245
ellipse_r50mm_xz_cxn214cy205cz240_ruckig_ctrlmax_fbmax_001.json,ellipse,50.05,Ruckig,304.106,304.115,6.25859,1863,14.5183,169245,171108
square_r198mm_az-150el0_cxn164cyn130cz285_ruckig_ctrlmax_fbmax_001.json,square,198.0262,Ruckig,304.845,304.855,12.1674,3618,12.7814,171108,174726
circle_r70mm_az30el0_cx226cy95cz340_quintic_poly_ctrlmax_fbmax_001.json,circle,70.0064,Quintic Poly,305.598,305.597,13.793,4125,14.8811,174726,178851
parabola_r116mm_yz_cx236cyn65cz226_ruckig_ctrlmax_fbmax_001.json,parabola,116.0787,Ruckig,304.889,304.89,6.24335,1869,12.0261,178851,180720
parabola_r116mm_yz_cxn264cy115cz186_quintic_bezier_ctrlmax_fbmax_001.json,parabola,116.1049,Quintic Bezier,304.189,304.188,4.83044,1447,13.7663,180720,182167
ellipse_r70mm_xz_cx215cy35cz355_ruckig_ctrlmax_fbmax_001.json,ellipse,70.0062,Ruckig,302.979,302.976,8.8138,2625,15.6305,182167,184792
spiral_r114mm_az-45el0_cxn155cy224cz331_quintic_poly_ctrlmax_fbmax_001.json,spiral,113.5084,Quintic Poly,303.746,303.749,39.2604,11664,17.3832,184792,196456
triangle_r135mm_az118el16_cxn204cy205cz265_ruckig_ctrlmax_fb240hz_001.json,triangle,134.9932,Ruckig,1189.45,239.924,7.50039,1765,24.6195,196456,198221
circle_r100mm_yz_cx236cyn65cz185_ruckig_ctrlmax_fbmax_001.json,circle,100.0102,Ruckig,305.174,305.173,12.9836,3887,10.0355,198221,202108
rectangle_r163mm_az-149el29_cxn209cyn160cz255_ruckig_ctrlmax_fb240hz_001.json,rectangle,163.2535,Ruckig,1105.66,246.733,9.94198,2340,17.755,202108,204448
square_r106mm_xz_cxn214cy205cz240_ruckig_ctrlmax_fbmax_001.json,square,106.063,Ruckig,302.133,302.128,9.90343,2948,16.4725,204448,207396
ellipse_r140mm_yz_cxn164cyn130cz255_ruckig_ctrlmax_fbmax_001.json,ellipse,140.0128,Ruckig,304.22,304.218,9.59838,2860,9.46927,207396,210256
spiral_r150mm_az-17el16_cx240cy0cz197_ruckig_ctrlmax_fb240hz_001.json,spiral,149.5432,Ruckig,1145.01,243.17,32.5562,7659,13.1229,210256,217915
regular_polygon_r70mm_yz_cxn264cy115cz145_ruckig_ctrlmax_fbmax_001.json,regular_polygon,69.9977,Ruckig,304.365,304.363,6.64507,1992,19.4784,217915,219907
sine_wave_r75mm_az-45el0_cxn159cy220cz323_ruckig_ctrlmax_fbmax_001.json,sine_wave,75.0707,Ruckig,302.566,302.561,5.84725,1739,12.7742,219907,221646
helix_r66mm_xz_cxn214cy205cz247_ruckig_ctrlmax_fbmax_001.json,helix,65.9672,Ruckig,303.339,303.342,11.9386,3555,16.0981,221646,225201
helix_r123mm_az-149el29_cxn203cyn158cz266_quintic_poly_ctrlmax_fb240hz_001.json,helix,123.1407,Quintic Poly,1111.72,245.747,50.8009,11950,14.3124,225201,237151
parabola_r81mm_az30el0_cx176cy75cz254_quintic_poly_ctrlmax_fbmax_001.json,parabola,81.2731,Quintic Poly,305.364,305.365,9.27026,2776,7.95165,237151,239927
circle_r140mm_az-149el29_cxn209cyn160cz255_ruckig_ctrlmax_fb240hz_001.json,circle,140.0415,Ruckig,1166.85,242.175,10.2157,2403,17.673,239927,242330
sine_wave_r140mm_az-150el0_cxn164cyn130cz166_ruckig_ctrlmax_fbmax_001.json,sine_wave,140.1299,Ruckig,300.099,300.072,6.9347,2067,11.3937,242330,244397
sine_wave_r70mm_az30el0_cx176cy75cz228_quintic_poly_ctrlmax_fbmax_001.json,sine_wave,70.0649,Quintic Poly,305.043,305.043,11.1313,3332,7.91278,244397,247729
sine_wave_r75mm_xz_cxn94cyn105cz368_ruckig_ctrlmax_fbmax_001.json,sine_wave,75.071,Ruckig,300.741,300.739,7.59138,2264,7.26736,247729,249993
ellipse_r70mm_xz_cx215cy35cz355_ruckig_ctrlmax_fbmax_002.json,ellipse,70.0062,Ruckig,304.866,304.872,8.8138,2626,15.5508,249993,252619
spiral_r100mm_yz_cxn264cy116cz136_trapezoidal_ctrlmax_fbmax_001.json,spiral,99.6955,Trapezoidal,305.222,305.222,11.4412,3425,19.7992,252619,256044
regular_polygon_r65mm_az-45el0_cxn159cy220cz320_quintic_poly_ctrlmax_fbmax_001.json,regular_polygon,65.0013,Quintic Poly,304.057,304.058,14.0181,4165,16.2875,256044,260209
ellipse_r100mm_yz_cxn264cy115cz145_ruckig_ctrlmax_fbmax_001.json,ellipse,100.009,Ruckig,302.699,302.699,5.78559,1732,20.3507,260209,261941
ellipse_r150mm_az-17el16_cx236cy0cz295_ruckig_ctrlmax_fb240hz_001.json,ellipse,150.0145,Ruckig,1135.7,243.839,12.978,3054,14.9657,261941,264995
rectangle_r117mm_yz_cxn264cy115cz145_ruckig_ctrlmax_fbmax_001.json,rectangle,116.6132,Ruckig,305.504,305.506,8.90624,2668,16.9397,264995,267663
triangle_r75mm_xz_cxn94cyn105cz365_ruckig_ctrlmax_fbmax_001.json,triangle,74.9977,Ruckig,302.686,302.684,9.73241,2895,5.73999,267663,270558
ellipse_r50mm_xz_cxn274cy205cz240_ruckig_ctrlmax_fbmax_001.json,ellipse,50.0499,Ruckig,303.934,303.962,6.38514,1907,19.8627,270558,272465
